id,message,label
9405125,Let's plan the trip after exams.,ham
12236423,Let's plan the trip after exams.,ham
2262519,Don't forget to submit your assignment by tonight.,spam
11384828,Limited time offer! Buy now and get 50% off!,spam
9951690,Please review the report and send feedback.,ham
15405078,Urgent! Your account has been compromised. Verify immediately.,spam
6004874,Your loan has been approved. Contact us now.,ham
10949088,Let's catch up over coffee this weekend.,ham
13390526,Win big prizes by participating in our lucky draw today!,ham
5516975,Can you share the project files by evening?,spam
7434325,Congratulations! You have won a $1000 gift card. Click now!,spam
7679955,Congratulations! You have won a $1000 gift card. Click now!,spam
16624669,Happy Birthday! Have a great year ahead.,ham
549802,Let's plan the trip after exams.,ham
2909729,Win big prizes by participating in our lucky draw today!,ham
10665875,Can you share the project files by evening?,spam
7674091,Are you available for a quick call?,ham
14286717,Don't forget to submit your assignment by tonight.,spam
7358082,Your loan has been approved. Contact us now.,spam
3347156,Let's plan the trip after exams.,ham
91946,Let's plan the trip after exams.,spam
8578661,Can you share the project files by evening?,spam
10043381,Can you share the project files by evening?,spam
14701336,Earn money from home easily. Sign up now!,ham
12843227,Let's catch up over coffee this weekend.,spam
4831740,Can you share the project files by evening?,spam
12512568,This is your last chance to win big rewards!,ham
10296628,Congratulations! You have won a $1000 gift card. Click now!,ham
2612858,Can you share the project files by evening?,spam
7451154,Earn money from home easily. Sign up now!,ham
3718624,Let's plan the trip after exams.,spam
1990500,Are you available for a quick call?,ham
4881460,Please review the report and send feedback.,ham
13636370,Your loan has been approved. Contact us now.,spam
16178592,Are you available for a quick call?,ham
4088413,Let's plan the trip after exams.,ham
4061680,Can you share the project files by evening?,spam
2011447,Your appointment is scheduled for 10 AM tomorrow.,ham
1340974,Act fast! Exclusive deal just for you.,ham
12503311,Congratulations! You have won a $1000 gift card. Click now!,spam
10442480,Limited time offer! Buy now and get 50% off!,ham
12803871,Are you available for a quick call?,ham
13368079,Don't forget to submit your assignment by tonight.,spam
4629938,Can you share the project files by evening?,spam
1037694,Win big prizes by participating in our lucky draw today!,ham
7468345,Can you share the project files by evening?,ham
6411425,Limited time offer! Buy now and get 50% off!,ham
5617699,Your loan has been approved. Contact us now.,ham
15227792,Congratulations! You have won a $1000 gift card. Click now!,ham
14240397,Act fast! Exclusive deal just for you.,spam
6069337,Win big prizes by participating in our lucky draw today!,spam
2218837,Get instant cashback on your first purchase. Hurry!,ham
1698735,Let's plan the trip after exams.,ham
15650151,Urgent! Your account has been compromised. Verify immediately.,ham
1716402,Win big prizes by participating in our lucky draw today!,ham
16650280,"Hey, are we still meeting tomorrow?",ham
10337034,Don't forget to submit your assignment by tonight.,ham
12237667,Meeting postponed to next Monday.,ham
1493766,Your loan has been approved. Contact us now.,ham
31061,Happy Birthday! Have a great year ahead.,ham
15229490,Let's plan the trip after exams.,spam
14808258,Your appointment is scheduled for 10 AM tomorrow.,ham
7619346,Let's plan the trip after exams.,ham
1213212,Get instant cashback on your first purchase. Hurry!,spam
12639063,Urgent! Your account has been compromised. Verify immediately.,spam
272072,Don't forget to submit your assignment by tonight.,spam
15016616,Urgent! Your account has been compromised. Verify immediately.,ham
5144305,This is your last chance to win big rewards!,spam
542846,Don't forget to submit your assignment by tonight.,spam
1680135,Limited time offer! Buy now and get 50% off!,ham
14421581,Happy Birthday! Have a great year ahead.,spam
921043,"Hey, are we still meeting tomorrow?",ham
5266666,You have been selected for a free vacation. Claim now!,ham
4412192,Your appointment is scheduled for 10 AM tomorrow.,ham
13932029,Congratulations! You have won a $1000 gift card. Click now!,spam
11856400,Don't forget to submit your assignment by tonight.,spam
12463079,Your appointment is scheduled for 10 AM tomorrow.,spam
7704632,Your appointment is scheduled for 10 AM tomorrow.,ham
15135069,Urgent! Your account has been compromised. Verify immediately.,spam
3218982,Can you share the project files by evening?,spam
7511800,Urgent! Your account has been compromised. Verify immediately.,ham
1835523,Please review the report and send feedback.,spam
14884993,Get instant cashback on your first purchase. Hurry!,spam
8572201,"Hey, are we still meeting tomorrow?",spam
8107891,Win big prizes by participating in our lucky draw today!,spam
10438350,"Hey, are we still meeting tomorrow?",ham
11575054,Can you share the project files by evening?,ham
5978862,Earn money from home easily. Sign up now!,ham
7581611,"Hey, are we still meeting tomorrow?",spam
12582445,Can you share the project files by evening?,ham
11312318,Can you share the project files by evening?,ham
6004213,Please review the report and send feedback.,ham
6840727,Your loan has been approved. Contact us now.,spam
4440998,Meeting postponed to next Monday.,spam
9112176,Earn money from home easily. Sign up now!,ham
9363204,Your appointment is scheduled for 10 AM tomorrow.,spam
8448020,"Hey, are we still meeting tomorrow?",spam
4911374,Limited time offer! Buy now and get 50% off!,ham
10047643,You have been selected for a free vacation. Claim now!,ham
9686839,Please review the report and send feedback.,spam
3428759,Can you share the project files by evening?,ham
10924749,Earn money from home easily. Sign up now!,spam
7864181,You have been selected for a free vacation. Claim now!,spam
12473304,Please review the report and send feedback.,spam
1567628,Your appointment is scheduled for 10 AM tomorrow.,spam
4775862,Can you share the project files by evening?,spam
3458053,Let's plan the trip after exams.,ham
13140748,Limited time offer! Buy now and get 50% off!,ham
16766407,Are you available for a quick call?,ham
5283514,Your appointment is scheduled for 10 AM tomorrow.,ham
15015067,Win big prizes by participating in our lucky draw today!,spam
14341952,Can you share the project files by evening?,ham
3960548,Your loan has been approved. Contact us now.,ham
513038,Let's catch up over coffee this weekend.,spam
8578144,Let's plan the trip after exams.,spam
13480662,Get instant cashback on your first purchase. Hurry!,ham
4140533,You have been selected for a free vacation. Claim now!,spam
5675570,"Hey, are we still meeting tomorrow?",spam
5704203,Please review the report and send feedback.,ham
9644999,Can you share the project files by evening?,ham
8242821,Are you available for a quick call?,ham
14768397,Win big prizes by participating in our lucky draw today!,ham
6317572,Happy Birthday! Have a great year ahead.,ham
385901,Win big prizes by participating in our lucky draw today!,ham
10374735,Please review the report and send feedback.,ham
5430739,Can you share the project files by evening?,ham
6633349,Can you share the project files by evening?,spam
11167551,Let's catch up over coffee this weekend.,ham
3343335,Let's plan the trip after exams.,spam
8121966,Act fast! Exclusive deal just for you.,ham
14999934,Let's plan the trip after exams.,ham
5782625,Your loan has been approved. Contact us now.,ham
676558,Urgent! Your account has been compromised. Verify immediately.,spam
2149437,Are you available for a quick call?,ham
13099520,Your appointment is scheduled for 10 AM tomorrow.,spam
10642072,Congratulations! You have won a $1000 gift card. Click now!,ham
2845935,You have been selected for a free vacation. Claim now!,ham
13770850,Let's catch up over coffee this weekend.,spam
5268648,Urgent! Your account has been compromised. Verify immediately.,ham
4202161,This is your last chance to win big rewards!,ham
7146401,"Hey, are we still meeting tomorrow?",spam
4318787,Urgent! Your account has been compromised. Verify immediately.,ham
12402486,Urgent! Your account has been compromised. Verify immediately.,ham
15728953,Can you share the project files by evening?,ham
14848012,Please review the report and send feedback.,ham
9798100,Your appointment is scheduled for 10 AM tomorrow.,ham
15512244,"Hey, are we still meeting tomorrow?",ham
12561327,"Hey, are we still meeting tomorrow?",ham
11777023,This is your last chance to win big rewards!,spam
14168168,Win big prizes by participating in our lucky draw today!,ham
14436632,Congratulations! You have won a $1000 gift card. Click now!,ham
13605713,Don't forget to submit your assignment by tonight.,ham
10430032,Happy Birthday! Have a great year ahead.,ham
9692762,Let's plan the trip after exams.,ham
13865316,Congratulations! You have won a $1000 gift card. Click now!,ham
866559,Limited time offer! Buy now and get 50% off!,spam
3106847,Can you share the project files by evening?,spam
16075833,You have been selected for a free vacation. Claim now!,ham
14810274,Let's plan the trip after exams.,spam
7862751,Your appointment is scheduled for 10 AM tomorrow.,ham
6471732,Earn money from home easily. Sign up now!,ham
3745141,Let's plan the trip after exams.,spam
1076238,"Hey, are we still meeting tomorrow?",ham
14557743,Let's catch up over coffee this weekend.,ham
7734021,Let's plan the trip after exams.,spam
8586261,Let's catch up over coffee this weekend.,spam
14333049,Win big prizes by participating in our lucky draw today!,spam
11729987,Your appointment is scheduled for 10 AM tomorrow.,spam
4248435,Can you share the project files by evening?,ham
9354718,Urgent! Your account has been compromised. Verify immediately.,spam
4427948,Win big prizes by participating in our lucky draw today!,ham
5998803,Earn money from home easily. Sign up now!,ham
7222977,Get instant cashback on your first purchase. Hurry!,spam
11722823,Get instant cashback on your first purchase. Hurry!,ham
5019575,Can you share the project files by evening?,spam
2570594,Your appointment is scheduled for 10 AM tomorrow.,spam
1338606,"Hey, are we still meeting tomorrow?",spam
15206763,Limited time offer! Buy now and get 50% off!,ham
2650694,Let's plan the trip after exams.,spam
1627424,Can you share the project files by evening?,spam
11228197,Let's catch up over coffee this weekend.,spam
9312912,Happy Birthday! Have a great year ahead.,spam
9451575,Let's plan the trip after exams.,ham
2676887,"Hey, are we still meeting tomorrow?",spam
15106173,Your appointment is scheduled for 10 AM tomorrow.,ham
270860,Act fast! Exclusive deal just for you.,ham
2905850,Please review the report and send feedback.,ham
1201127,Urgent! Your account has been compromised. Verify immediately.,ham
6077452,Earn money from home easily. Sign up now!,ham
347745,Your loan has been approved. Contact us now.,spam
14294764,Your loan has been approved. Contact us now.,spam
11219786,Can you share the project files by evening?,ham
2156682,Let's plan the trip after exams.,ham
10598038,Your appointment is scheduled for 10 AM tomorrow.,ham
16716739,Congratulations! You have won a $1000 gift card. Click now!,ham
6986018,This is your last chance to win big rewards!,ham
16681153,Get instant cashback on your first purchase. Hurry!,ham
11316488,Happy Birthday! Have a great year ahead.,ham
14478552,Win big prizes by participating in our lucky draw today!,ham
7985762,Urgent! Your account has been compromised. Verify immediately.,ham
4443185,Can you share the project files by evening?,spam
15223213,Win big prizes by participating in our lucky draw today!,ham
2399638,Don't forget to submit your assignment by tonight.,ham
2517097,Earn money from home easily. Sign up now!,ham
3222363,Let's plan the trip after exams.,ham
16097830,Don't forget to submit your assignment by tonight.,ham
4953013,Get instant cashback on your first purchase. Hurry!,ham
3644687,Can you share the project files by evening?,ham
1697659,You have been selected for a free vacation. Claim now!,ham
7994149,Can you share the project files by evening?,spam
12322052,Happy Birthday! Have a great year ahead.,spam
9462279,Can you share the project files by evening?,spam
1987090,Happy Birthday! Have a great year ahead.,spam
12412158,Don't forget to submit your assignment by tonight.,spam
14756981,Win big prizes by participating in our lucky draw today!,ham
1505888,Are you available for a quick call?,ham
1338514,Happy Birthday! Have a great year ahead.,spam
13067153,Don't forget to submit your assignment by tonight.,ham
12815849,Let's plan the trip after exams.,spam
16282638,Let's plan the trip after exams.,ham
5478027,Earn money from home easily. Sign up now!,ham
3578607,Let's plan the trip after exams.,spam
6285283,This is your last chance to win big rewards!,ham
13945146,Win big prizes by participating in our lucky draw today!,spam
1791051,Meeting postponed to next Monday.,ham
5083449,Urgent! Your account has been compromised. Verify immediately.,spam
5700265,Win big prizes by participating in our lucky draw today!,ham
13298052,Can you share the project files by evening?,ham
14569324,Congratulations! You have won a $1000 gift card. Click now!,ham
703262,You have been selected for a free vacation. Claim now!,spam
14874426,Happy Birthday! Have a great year ahead.,spam
8063458,Limited time offer! Buy now and get 50% off!,spam
7743789,You have been selected for a free vacation. Claim now!,spam
8539280,Please review the report and send feedback.,spam
8489391,This is your last chance to win big rewards!,ham
4974438,Are you available for a quick call?,ham
9454519,You have been selected for a free vacation. Claim now!,ham
4470599,Don't forget to submit your assignment by tonight.,ham
16521013,Get instant cashback on your first purchase. Hurry!,spam
11135642,Let's catch up over coffee this weekend.,spam
10479260,Your loan has been approved. Contact us now.,ham
5940959,This is your last chance to win big rewards!,ham
3823448,Can you share the project files by evening?,ham
6958602,Happy Birthday! Have a great year ahead.,spam
8719771,Are you available for a quick call?,ham
1657901,You have been selected for a free vacation. Claim now!,ham
1714010,Act fast! Exclusive deal just for you.,spam
5741476,Are you available for a quick call?,ham
3483771,Congratulations! You have won a $1000 gift card. Click now!,ham
777376,Get instant cashback on your first purchase. Hurry!,spam
16291936,Urgent! Your account has been compromised. Verify immediately.,spam
1222094,Act fast! Exclusive deal just for you.,spam
12355501,Let's plan the trip after exams.,spam
13621580,Your appointment is scheduled for 10 AM tomorrow.,spam
8642540,Your loan has been approved. Contact us now.,ham
7515992,Happy Birthday! Have a great year ahead.,ham
3607866,Your appointment is scheduled for 10 AM tomorrow.,ham
10269402,Don't forget to submit your assignment by tonight.,ham
1248270,Can you share the project files by evening?,ham
2263412,Congratulations! You have won a $1000 gift card. Click now!,spam
2894177,Win big prizes by participating in our lucky draw today!,ham
337852,Congratulations! You have won a $1000 gift card. Click now!,spam
14984096,Act fast! Exclusive deal just for you.,ham
6455416,Congratulations! You have won a $1000 gift card. Click now!,spam
15509540,Let's catch up over coffee this weekend.,ham
1701102,"Hey, are we still meeting tomorrow?",spam
8850987,Happy Birthday! Have a great year ahead.,spam
4808380,Can you share the project files by evening?,ham
15004923,"Hey, are we still meeting tomorrow?",ham
1793579,Your appointment is scheduled for 10 AM tomorrow.,ham
15031558,Urgent! Your account has been compromised. Verify immediately.,ham
15897440,Please review the report and send feedback.,spam
14723402,Don't forget to submit your assignment by tonight.,ham
2909684,Let's catch up over coffee this weekend.,spam
8076783,Let's catch up over coffee this weekend.,spam
9737531,Get instant cashback on your first purchase. Hurry!,ham
8084500,Get instant cashback on your first purchase. Hurry!,spam
16501918,Your loan has been approved. Contact us now.,ham
5894018,Limited time offer! Buy now and get 50% off!,ham
742130,Let's catch up over coffee this weekend.,ham
7771607,Urgent! Your account has been compromised. Verify immediately.,ham
11133486,Act fast! Exclusive deal just for you.,ham
1460501,Your appointment is scheduled for 10 AM tomorrow.,ham
9940406,Urgent! Your account has been compromised. Verify immediately.,ham
16196930,Happy Birthday! Have a great year ahead.,ham
3715354,Get instant cashback on your first purchase. Hurry!,spam
15283207,Meeting postponed to next Monday.,spam
9418306,Win big prizes by participating in our lucky draw today!,ham
14505235,You have been selected for a free vacation. Claim now!,spam
5134646,Please review the report and send feedback.,ham
5203595,"Hey, are we still meeting tomorrow?",ham
12851483,Can you share the project files by evening?,ham
10192658,Please review the report and send feedback.,ham
6943768,You have been selected for a free vacation. Claim now!,ham
2516320,You have been selected for a free vacation. Claim now!,spam
11635422,Congratulations! You have won a $1000 gift card. Click now!,ham
1287908,Are you available for a quick call?,ham
3132521,Your appointment is scheduled for 10 AM tomorrow.,spam
3443105,Can you share the project files by evening?,spam
4459774,You have been selected for a free vacation. Claim now!,ham
9506007,Are you available for a quick call?,spam
12281197,"Hey, are we still meeting tomorrow?",ham
4691806,Win big prizes by participating in our lucky draw today!,ham
3167423,Let's plan the trip after exams.,ham
13918357,Limited time offer! Buy now and get 50% off!,spam
11452496,Earn money from home easily. Sign up now!,ham
3419732,You have been selected for a free vacation. Claim now!,ham
5769436,Meeting postponed to next Monday.,ham
3477057,Earn money from home easily. Sign up now!,ham
5699899,Let's plan the trip after exams.,ham
9675257,You have been selected for a free vacation. Claim now!,spam
8932202,Are you available for a quick call?,ham
7510754,Please review the report and send feedback.,ham
28867,Don't forget to submit your assignment by tonight.,spam
5224867,Meeting postponed to next Monday.,spam
7831662,Happy Birthday! Have a great year ahead.,ham
5289757,Get instant cashback on your first purchase. Hurry!,spam
9388493,Can you share the project files by evening?,ham
12436862,Are you available for a quick call?,spam
5133292,Are you available for a quick call?,ham
1392123,Congratulations! You have won a $1000 gift card. Click now!,spam
12715334,Urgent! Your account has been compromised. Verify immediately.,spam
1341475,Please review the report and send feedback.,spam
16365547,Can you share the project files by evening?,spam
532339,Can you share the project files by evening?,spam
14665338,Win big prizes by participating in our lucky draw today!,ham
12268371,Can you share the project files by evening?,ham
3471990,Let's catch up over coffee this weekend.,spam
16237385,Can you share the project files by evening?,ham
10402057,You have been selected for a free vacation. Claim now!,ham
10892768,Urgent! Your account has been compromised. Verify immediately.,ham
422638,Congratulations! You have won a $1000 gift card. Click now!,spam
10770986,Meeting postponed to next Monday.,ham
8402833,Act fast! Exclusive deal just for you.,ham
8355398,Don't forget to submit your assignment by tonight.,ham
14282636,Please review the report and send feedback.,ham
2248235,Can you share the project files by evening?,ham
10500541,Act fast! Exclusive deal just for you.,ham
3248651,Act fast! Exclusive deal just for you.,ham
8238977,Don't forget to submit your assignment by tonight.,spam
7758766,Please review the report and send feedback.,ham
7636990,"Hey, are we still meeting tomorrow?",ham
2668701,Your appointment is scheduled for 10 AM tomorrow.,spam
3080113,You have been selected for a free vacation. Claim now!,ham
8000466,Your loan has been approved. Contact us now.,spam
10918884,Can you share the project files by evening?,spam
5657513,Win big prizes by participating in our lucky draw today!,spam
3220521,"Hey, are we still meeting tomorrow?",ham
5740823,"Hey, are we still meeting tomorrow?",ham
3183810,Win big prizes by participating in our lucky draw today!,ham
12319108,Win big prizes by participating in our lucky draw today!,spam
8170955,Please review the report and send feedback.,ham
8310504,Win big prizes by participating in our lucky draw today!,spam
14597426,Limited time offer! Buy now and get 50% off!,ham
13723323,Urgent! Your account has been compromised. Verify immediately.,ham
4984846,Let's plan the trip after exams.,spam
16752901,"Hey, are we still meeting tomorrow?",ham
479544,Congratulations! You have won a $1000 gift card. Click now!,spam
778065,Let's plan the trip after exams.,ham
8415348,Get instant cashback on your first purchase. Hurry!,ham
12663102,Let's plan the trip after exams.,ham
7663056,This is your last chance to win big rewards!,ham
12484462,Don't forget to submit your assignment by tonight.,ham
15627870,Don't forget to submit your assignment by tonight.,ham
15070242,Let's plan the trip after exams.,ham
13071462,Your appointment is scheduled for 10 AM tomorrow.,ham
6207419,Your appointment is scheduled for 10 AM tomorrow.,spam
12906947,Can you share the project files by evening?,spam
11055058,Get instant cashback on your first purchase. Hurry!,ham
13077397,Your appointment is scheduled for 10 AM tomorrow.,ham
13878243,Limited time offer! Buy now and get 50% off!,spam
14010358,Get instant cashback on your first purchase. Hurry!,spam
172788,Limited time offer! Buy now and get 50% off!,spam
9160198,Congratulations! You have won a $1000 gift card. Click now!,spam
7873180,Limited time offer! Buy now and get 50% off!,spam
15774169,Meeting postponed to next Monday.,ham
16069435,"Hey, are we still meeting tomorrow?",spam
14902850,Win big prizes by participating in our lucky draw today!,ham
3314939,Let's catch up over coffee this weekend.,ham
15165766,Your loan has been approved. Contact us now.,ham
15678649,Don't forget to submit your assignment by tonight.,spam
10992560,Are you available for a quick call?,ham
11332530,"Hey, are we still meeting tomorrow?",ham
13425453,Earn money from home easily. Sign up now!,ham
14585896,Limited time offer! Buy now and get 50% off!,spam
608929,Please review the report and send feedback.,spam
3614279,Your appointment is scheduled for 10 AM tomorrow.,spam
12093902,Win big prizes by participating in our lucky draw today!,spam
4783861,Congratulations! You have won a $1000 gift card. Click now!,ham
16467793,Congratulations! You have won a $1000 gift card. Click now!,spam
5396164,Your loan has been approved. Contact us now.,ham
14402096,Your appointment is scheduled for 10 AM tomorrow.,ham
4994698,Congratulations! You have won a $1000 gift card. Click now!,ham
4051925,Earn money from home easily. Sign up now!,ham
6768332,Your loan has been approved. Contact us now.,ham
11134198,Don't forget to submit your assignment by tonight.,spam
8482021,Limited time offer! Buy now and get 50% off!,spam
7844716,Congratulations! You have won a $1000 gift card. Click now!,spam
10466031,Please review the report and send feedback.,ham
8464216,Meeting postponed to next Monday.,spam
4968970,Urgent! Your account has been compromised. Verify immediately.,ham
3878408,Congratulations! You have won a $1000 gift card. Click now!,spam
12814439,Urgent! Your account has been compromised. Verify immediately.,ham
517582,Urgent! Your account has been compromised. Verify immediately.,spam
13107229,"Hey, are we still meeting tomorrow?",spam
6865166,Let's catch up over coffee this weekend.,ham
11424058,This is your last chance to win big rewards!,ham
5047895,Can you share the project files by evening?,spam
10797243,"Hey, are we still meeting tomorrow?",ham
1772027,You have been selected for a free vacation. Claim now!,spam
2720432,Happy Birthday! Have a great year ahead.,spam
9203863,Let's plan the trip after exams.,spam
12298960,Don't forget to submit your assignment by tonight.,ham
1193860,Win big prizes by participating in our lucky draw today!,spam
16363529,Happy Birthday! Have a great year ahead.,ham
8324936,This is your last chance to win big rewards!,ham
153213,Limited time offer! Buy now and get 50% off!,ham
11625556,Get instant cashback on your first purchase. Hurry!,spam
3437772,Please review the report and send feedback.,ham
8484791,Congratulations! You have won a $1000 gift card. Click now!,ham
5533870,Win big prizes by participating in our lucky draw today!,ham
11320752,Happy Birthday! Have a great year ahead.,spam
13066652,"Hey, are we still meeting tomorrow?",spam
7430939,Can you share the project files by evening?,ham
2193254,You have been selected for a free vacation. Claim now!,ham
476193,"Hey, are we still meeting tomorrow?",spam
7175361,Let's plan the trip after exams.,spam
483314,Urgent! Your account has been compromised. Verify immediately.,ham
14490274,Win big prizes by participating in our lucky draw today!,ham
11964160,Can you share the project files by evening?,ham
16324526,Act fast! Exclusive deal just for you.,spam
12580983,Happy Birthday! Have a great year ahead.,ham
16518095,"Hey, are we still meeting tomorrow?",spam
15503292,Urgent! Your account has been compromised. Verify immediately.,spam
15034364,Happy Birthday! Have a great year ahead.,ham
4737814,Act fast! Exclusive deal just for you.,spam
6858803,Are you available for a quick call?,ham
3941680,This is your last chance to win big rewards!,ham
3589120,Let's catch up over coffee this weekend.,spam
14177928,Let's plan the trip after exams.,ham
9493889,"Hey, are we still meeting tomorrow?",ham
10997955,Get instant cashback on your first purchase. Hurry!,ham
15921377,Your loan has been approved. Contact us now.,spam
2598973,Your appointment is scheduled for 10 AM tomorrow.,ham
2241723,Can you share the project files by evening?,ham
5477444,This is your last chance to win big rewards!,spam
7092873,Your loan has been approved. Contact us now.,ham
436790,Are you available for a quick call?,ham
5575922,Urgent! Your account has been compromised. Verify immediately.,spam
2990574,Win big prizes by participating in our lucky draw today!,ham
12595289,"Hey, are we still meeting tomorrow?",ham
1163260,Urgent! Your account has been compromised. Verify immediately.,spam
14998419,Don't forget to submit your assignment by tonight.,spam
15933179,Win big prizes by participating in our lucky draw today!,spam
12782127,Urgent! Your account has been compromised. Verify immediately.,ham
12788937,Congratulations! You have won a $1000 gift card. Click now!,spam
11015493,Can you share the project files by evening?,spam
3758790,Act fast! Exclusive deal just for you.,spam
4490951,Limited time offer! Buy now and get 50% off!,ham
15897684,Congratulations! You have won a $1000 gift card. Click now!,ham
4080728,Happy Birthday! Have a great year ahead.,ham
7675546,Please review the report and send feedback.,spam
15154660,Meeting postponed to next Monday.,ham
8126787,Win big prizes by participating in our lucky draw today!,ham
9178390,Please review the report and send feedback.,ham
14632613,You have been selected for a free vacation. Claim now!,ham
6798026,Are you available for a quick call?,spam
10384480,Meeting postponed to next Monday.,spam
12020800,Your appointment is scheduled for 10 AM tomorrow.,spam
7467660,Win big prizes by participating in our lucky draw today!,ham
14779049,Your loan has been approved. Contact us now.,spam
5307387,Please review the report and send feedback.,ham
6321267,Can you share the project files by evening?,spam
11303781,Limited time offer! Buy now and get 50% off!,ham
13037003,Act fast! Exclusive deal just for you.,ham
8463313,Are you available for a quick call?,spam
7901739,Win big prizes by participating in our lucky draw today!,spam
10824642,Let's catch up over coffee this weekend.,ham
13767733,Urgent! Your account has been compromised. Verify immediately.,ham
10138354,Congratulations! You have won a $1000 gift card. Click now!,spam
3416948,Let's plan the trip after exams.,spam
3339221,Congratulations! You have won a $1000 gift card. Click now!,ham
4161256,Your appointment is scheduled for 10 AM tomorrow.,ham
5136625,Can you share the project files by evening?,spam
13532819,Meeting postponed to next Monday.,spam
14213098,Can you share the project files by evening?,ham
3196924,"Hey, are we still meeting tomorrow?",spam
11066092,Act fast! Exclusive deal just for you.,spam
11408747,This is your last chance to win big rewards!,spam
10579959,Win big prizes by participating in our lucky draw today!,spam
2861597,Limited time offer! Buy now and get 50% off!,ham
10077014,You have been selected for a free vacation. Claim now!,spam
8446405,Your loan has been approved. Contact us now.,ham
1426652,Let's plan the trip after exams.,ham
6130491,Can you share the project files by evening?,spam
10571607,Get instant cashback on your first purchase. Hurry!,ham
12489298,Don't forget to submit your assignment by tonight.,ham
1912680,Your loan has been approved. Contact us now.,spam
15417267,Your loan has been approved. Contact us now.,ham
3033204,Urgent! Your account has been compromised. Verify immediately.,spam
16185074,Urgent! Your account has been compromised. Verify immediately.,spam
13061284,Get instant cashback on your first purchase. Hurry!,ham
14614589,Let's catch up over coffee this weekend.,spam
7458221,Happy Birthday! Have a great year ahead.,spam
2180874,Don't forget to submit your assignment by tonight.,spam
1023870,Win big prizes by participating in our lucky draw today!,spam
6220084,Happy Birthday! Have a great year ahead.,spam
342644,Congratulations! You have won a $1000 gift card. Click now!,spam
5533111,Are you available for a quick call?,ham
7202621,Act fast! Exclusive deal just for you.,spam
